sample,station,lower_filter_size,Ocean_DNA,Ocean,Depth,Longitude,Latitude,Salinity_PSU,Temperature,Oxygen_DNA,WATERMASS,Basin,Sequencing_depth_Gbp,DNA_biofilm,DNA_transposase,DNA_CAZyme,DNA_peptidase,DNA_secretory_CAZyme,DNA_secretory_peptidase,DNA_Lipid_TM,DNA_Coenzyme_TM,DNA_Signal_transduction_mechanisms,DNA_Defense_mechanisms,DNA_Energy_production_and_conversion,DNA_Replication_recombination_and_repair,DNA_Cell_wall,DNA_Amino_acid_TM,DNA_Cell_motility,DNA_Extracellular_struct,DNA_Cytoskeleton,DNA_Carbohydrate_TM,DNA_Inorganic_ion_TM,DNA_Nucleotide_TM,DNA_Chromatin_structure_and_dynamics,DNA_Cell_cycle_control,DNA_Intracellular_trafficking,DNA_Secondary_metabolites,DNA_Translation_ribosomal_structure,DNA_Transcription,DNA_Posttranslational_modification,DNA_Mobilome_prophages_transposons
SRR3962773,91,0.2,South Pacific,Pacific,-4018,-170.7407,-5.75,34.6955,1.1026,153.1939,CDW,Pacific basin,3.92,0.000132359693877551,0.0017678954081632654,0.008432257653061225,0.015761441326530613,0.0009369642857142858,0.003171313775510204,0.024942244897959185,0.02450621173469388,0.01670716836734694,0.009292308673469389,0.03132003826530612,0.021797410714285717,0.025110344387755102,0.04045147959183674,0.00667515306122449,0.002665522959183674,0.0001289158163265306,0.019894744897959185,0.01996557397959184,0.012124897959183673,0.0003410204081632653,0.007333507653061225,0.0072459566326530615,0.012418852040816327,0.03194093112244898,0.01736387755102041,0.019911084183673468,0.005531479591836735
SRR3961936,97,0.8,North Pacific,Pacific,-3818,-163.53,9.22,34.692,1.1537,142.4094,CDW,Pacific basin,3.0,0.00011945,0.00272285,0.00880915,0.0109333,0.00077865,0.00226765,0.02702995,0.018827649999999998,0.021459049999999997,0.01012565,0.0273024,0.0190669,0.02432085,0.03183885,0.006592,0.0034879999999999998,6.13e-05,0.0203783,0.02071845,0.00794665,0.00024615,0.00709235,0.00711715,0.0168775,0.02020105,0.021093749999999998,0.0159729,0.0078467
SRR3962293,97,0.2,North Pacific,Pacific,-3818,-163.53,9.22,34.692,1.1537,142.4094,CDW,Pacific basin,3.95,0.00021360759493670886,0.0015484936708860758,0.009002240506329114,0.016244810126582278,0.0010514430379746835,0.003610291139240506,0.024217481012658224,0.02271470886075949,0.017137632911392402,0.009351645569620252,0.029738354430379747,0.021013746835443037,0.02497644303797468,0.03853670886075949,0.00673006329113924,0.002967759493670886,0.00014081012658227846,0.017889,0.01916027848101266,0.011144050632911393,0.00030672151898734174,0.007329987341772151,0.007661544303797468,0.012021835443037974,0.03038912658227848,0.0167096582278481,0.019347683544303797,0.005269443037974684
SRR3962771,103,0.8,North Pacific,Pacific,-4013,-150.3192,21.0638,34.6888,1.162,134.3429,CDW,Pacific basin,4.01,8.861596009975063e-05,0.002717057356608479,0.007478379052369077,0.009434551122194514,0.0006388279301745637,0.0018492269326683293,0.027192157107231923,0.01854044887780549,0.020142531172069825,0.009730024937655861,0.027482132169576064,0.018600000000000002,0.02364011221945137,0.0322440897755611,0.00607993765586035,0.0031600997506234414,4.724438902743142e-05,0.02124763092269327,0.02034568578553616,0.007827007481296758,0.0002385785536159601,0.006953154613466335,0.006992468827930175,0.01724562344139651,0.019264077306733168,0.021261508728179553,0.015593341645885286,0.007920261845386533
SRR3961935,109,0.2,North Pacific,Pacific,-4004,-133.26,18.04,34.6897,1.1582,135.0573,CDW,Pacific basin,3.38,8.218934911242603e-05,0.0013778698224852072,0.007738579881656805,0.015214837278106508,0.000757810650887574,0.002512633136094675,0.022550236686390536,0.02446153846153846,0.012421420118343195,0.007670769230769231,0.028681198224852072,0.0195376775147929,0.021182485207100595,0.03768217455621302,0.005241168639053254,0.0019950000000000002,0.00012071005917159764,0.01857630177514793,0.017114467455621302,0.011762751479289941,0.000356405325443787,0.006418047337278107,0.006000355029585799,0.011489289940828403,0.03096412721893491,0.014778328402366866,0.018169038461538462,0.004854319526627219
SRR3962508,112,0.8,North Pacific,Pacific,-4002,-124.4738,15.9087,34.6897,1.1733,133.9248,CDW,Pacific basin,2.69,3.1895910780669144e-05,0.0023082156133828998,0.006557453531598513,0.008164907063197026,0.00045317843866171003,0.0013201115241635688,0.022431133828996284,0.01582828996282528,0.015430204460966544,0.007434089219330855,0.023060408921933086,0.015370427509293681,0.019118921933085502,0.027950910780669146,0.004222193308550186,0.0022300371747211896,3.016728624535316e-05,0.01754754646840149,0.015586840148698886,0.00679996282527881,0.00022745353159851303,0.005630185873605948,0.004978494423791822,0.01430654275092937,0.016749368029739777,0.01640553903345725,0.012796840148698887,0.0066560966542750935
SRR3961906,112,0.2,North Pacific,Pacific,-4002,-124.4738,15.9087,34.6897,1.1733,133.9248,CDW,Pacific basin,2.3,5.686956521739131e-05,0.001253217391304348,0.007624108695652175,0.015924652173913045,0.0007646739130434783,0.0030043695652173913,0.023193000000000002,0.02466821739130435,0.01200117391304348,0.007751152173913044,0.030086673913043482,0.020219021739130438,0.02178358695652174,0.03910689130434783,0.005154391304347827,0.0018783260869565219,0.00015984782608695653,0.01931308695652174,0.017662760869565218,0.012350217391304348,0.00038778260869565224,0.006684130434782609,0.0061286086956521746,0.012014478260869566,0.03172636956521739,0.014709652173913044,0.018929543478260872,0.004610282608695652
SRR3961604,118,0.8,North Pacific,Pacific,-3103,-108.06,12.0,34.6805,1.4552,113.0293,CDW,Pacific basin,3.14,2.7850318471337578e-05,0.001650764331210191,0.005244649681528662,0.006709347133757961,0.00039162420382165604,0.0010813375796178343,0.01783065286624204,0.012477229299363056,0.010653296178343949,0.005595191082802547,0.018184824840764332,0.011271974522292994,0.013905859872611464,0.022137372611464968,0.002631592356687898,0.0011532802547770701,3.162420382165605e-05,0.012688519108280255,0.012204458598726115,0.00536297770700637,0.00017603503184713374,0.004056831210191083,0.003195525477707006,0.011523296178343948,0.01316608280254777,0.011853582802547771,0.009416035031847134,0.00492936305732484
SRR3961047,118,0.2,North Pacific,Pacific,-3103,-108.06,12.0,34.6805,1.4552,113.0293,CDW,Pacific basin,3.29,5.662613981762918e-05,0.0009299088145896656,0.008244483282674771,0.016523434650455925,0.000782370820668693,0.0031053647416413375,0.020573799392097265,0.024682887537993924,0.010047492401215805,0.007003313069908815,0.029886018237082066,0.01998369300911854,0.02135548632218845,0.040487735562310036,0.004557674772036474,0.0015980699088145897,0.00015373860182370822,0.01825645896656535,0.016221337386018237,0.013375349544072948,0.00040613981762917934,0.006859878419452887,0.005730866261398177,0.010536109422492402,0.03439085106382978,0.013462294832826748,0.018872325227963525,0.002921352583586626
SRR3960684,121,0.8,North Pacific,Pacific,-3008,-99.2462,10.0927,34.6755,1.6156,103.806,CDW,Guatemala basin,3.79,7.567282321899735e-05,0.0036457519788918205,0.015262717678100264,0.015236279683377308,0.0022219788918205804,0.004600448548812665,0.02800812664907652,0.019801147757255937,0.025029934036939313,0.011216635883905014,0.02782575197889182,0.02149654353562005,0.026950488126649078,0.03222304749340369,0.006862559366754618,0.003123759894459103,6.300791556728232e-05,0.025117440633245385,0.024517757255936676,0.00796203166226913,0.00030467018469656994,0.00831981530343008,0.0063063324538258575,0.019827585751978894,0.02049585751978892,0.024370171503957785,0.017076015831134564,0.009546292875989447
SRR3960579,121,0.2,North Pacific,Pacific,-3008,-99.2462,10.0927,34.6755,1.6156,103.806,CDW,Guatemala basin,3.59,5.565459610027855e-05,0.0012602089136490252,0.0077423816155988865,0.014914888579387187,0.0007258913649025071,0.0028315320334261836,0.019793022284122563,0.02142300835654596,0.010217632311977717,0.006651309192200557,0.02778142061281337,0.01798637883008357,0.01959300835654596,0.038858272980501395,0.004663161559888579,0.0015437047353760445,0.0001389275766016713,0.017775208913649025,0.01505707520891365,0.011479763231197773,0.00033543175487465185,0.00600066852367688,0.005284345403899721,0.010867019498607243,0.028731768802228413,0.012075041782729806,0.016864387186629526,0.0035655292479108637
SRR3960581,131,0.8,North Atlantic,Atlantic,-4003,-59.83,17.43,34.9004,1.9688,242.8925,NADW,North American basin,2.95,8.227118644067796e-05,0.003819762711864407,0.007708423728813559,0.010098915254237287,0.0006226779661016949,0.0021246101694915253,0.028338203389830507,0.01815584745762712,0.020756593220338983,0.010172898305084745,0.026745254237288133,0.019683406779661017,0.023744440677966102,0.02876415254237288,0.006277271186440677,0.0033468813559322033,3.274576271186441e-05,0.020393237288135593,0.02137357627118644,0.007207322033898304,0.0002531694915254237,0.0071209830508474565,0.007753220338983051,0.017619661016949152,0.018367169491525424,0.021054915254237288,0.015578847457627118,0.01012179661016949
SRR3960580,134,0.8,North Atlantic,Atlantic,-4003,-52.6367,19.9897,34.8889,1.9211,230.8888,NADW,North American basin,5.68,5.0625000000000004e-05,0.0028306954225352115,0.004731919014084507,0.006885528169014085,0.0005942957746478873,0.0014944014084507043,0.018232790492957746,0.013556012323943663,0.014283776408450705,0.006691346830985916,0.0207025088028169,0.013614823943661973,0.016992940140845073,0.025241751760563383,0.004358028169014085,0.0017164964788732395,3.808098591549296e-05,0.015283151408450706,0.015028283450704226,0.006030660211267605,0.00019220070422535211,0.004812755281690141,0.004729859154929577,0.010609779929577465,0.014675783450704227,0.013894383802816903,0.011396434859154932,0.007529920774647888
SRR3960575,134,0.2,North Atlantic,Atlantic,-4003,-52.6367,19.9897,34.8889,1.9211,230.8888,NADW,North American basin,5.9,9.310169491525422e-05,0.0017444237288135594,0.007315983050847458,0.014275677966101694,0.0007400084745762711,0.0024564406779661015,0.020385635593220337,0.021484677966101692,0.013578991525423727,0.007442923728813559,0.026224957627118645,0.018185949152542374,0.02034228813559322,0.03601563559322034,0.005614855932203389,0.0018937118644067794,0.00011766101694915253,0.017799,0.016234805084745764,0.009718677966101694,0.0002996694915254237,0.0058695,0.005901661016949152,0.010545940677966102,0.026017627118644065,0.012714991525423729,0.01630527966101695,0.005864593220338984
SRR3960576,144,0.8,North Atlantic,Atlantic,-4003,-23.69,29.97,34.9071,2.1123,223.5273,NADW,Canary basin,4.64,9.552801724137932e-05,0.003110463362068966,0.006965625000000001,0.01019709051724138,0.0008874892241379312,0.001985140086206897,0.016089375000000003,0.015178739224137932,0.016658081896551727,0.007535495689655173,0.02159001077586207,0.014703943965517243,0.01836504310344828,0.029161293103448276,0.005885431034482759,0.0020695150862068967,0.00011046336206896551,0.014804644396551726,0.016294331896551724,0.007278685344827587,0.00020721982758620692,0.005415032327586207,0.00560001077586207,0.008833415948275861,0.01950313577586207,0.013289321120689656,0.013164310344827587,0.00744594827586207
SRR3960578,144,0.2,North Atlantic,Atlantic,-4003,-23.69,29.97,34.9071,2.1123,223.5273,NADW,Canary basin,4.6,0.00017866304347826086,0.002587336956521739,0.010566913043478262,0.01622970652173913,0.0014492934782608696,0.00348479347826087,0.022548130434782612,0.023187326086956523,0.023602076086956525,0.010910869565217392,0.030864815217391307,0.021438652173913046,0.027221934782608696,0.040559673913043486,0.00823063043478261,0.0032134239130434785,0.00010848913043478261,0.019424021739130437,0.02389702173913044,0.011253358695652175,0.0003207717391304348,0.008195347826086956,0.008265684782608695,0.011275173913043479,0.03180841304347826,0.019163902173913044,0.019779782608695652,0.006586173913043479
SRR3960572,146,0.8,North Atlantic,Atlantic,-4002,-17.2662,32.0788,34.9058,2.0997,221.5695,NADW,Canary basin,4.11,7.13868613138686e-05,0.001995401459854014,0.004966021897810219,0.005825839416058394,0.0007266423357664233,0.0012425547445255474,0.010432189781021896,0.00910941605839416,0.010321313868613138,0.004996131386861313,0.014096715328467152,0.009167007299270072,0.012217445255474451,0.018653284671532846,0.0034393795620437954,0.001319087591240876,4.2737226277372254e-05,0.009177591240875912,0.0105092700729927,0.004391678832116788,0.0001074817518248175,0.003671569343065693,0.003652481751824817,0.00576021897810219,0.011854416058394159,0.008714306569343066,0.007974233576642335,0.004954087591240875
SRR3960577,146,0.2,North Atlantic,Atlantic,-4002,-17.2662,32.0788,34.9058,2.0997,221.5695,NADW,Canary basin,4.79,0.00011204592901878915,0.0022522546972860128,0.010029739039665971,0.016558371607515658,0.0012552087682672233,0.0030028810020876827,0.023476503131524006,0.02408063674321503,0.01642337160751566,0.009516826722338204,0.03160866388308977,0.020939874739039667,0.024446179540709812,0.04316596033402923,0.006829697286012526,0.0023552818371607516,0.00013697286012526096,0.02072570981210856,0.02017866388308977,0.011647077244258872,0.0003114613778705637,0.007484937369519833,0.007499780793319416,0.012868308977035491,0.0307251356993737,0.016008444676409186,0.018941993736951983,0.006585782881002088
