bin,ERR598950,ERR598986,ERR598996,ERR599095,ERR599100
deep-0471,0.0,0.0,0.0003498509574379126,0.0,0.0
deep-0478,0.0,0.0002516749601614079,0.0007766849543837276,0.0,0.0021913290964422085
deep-0480,0.0,0.00023542064648655216,0.00011500762490833686,0.0,0.0019336317280136696
deep-0483,0.01335280350154196,0.0023030159211102816,0.014194557057249414,0.009253125937810807,0.0006691813208084178
deep-0489,0.0006775279657441116,0.00027300721445707273,0.013765151550116862,0.00037759732720900514,0.021860935759684133
deep-0490,0.0,0.0,0.004502408049497128,0.0,0.0002572032582212541
deep-0496,0.0,2.2762209423836766e-05,0.0002903383537368936,0.0,0.0005280770986896059
deep-0505,0.0,5.28649550685423e-05,4.409109858405542e-05,0.0,3.752991662237373e-05
deep-0509,0.0,0.000623349304597271,0.00025722513571881653,0.0,0.0015480995247067538
deep-0518,0.0,0.0023168802582902402,0.01704683532298247,0.0,0.0043852634853206165
deep-0523,0.019871927265138017,8.834970364471365e-05,0.0021568433050170597,0.017603043848351155,0.0003900719484509994
deep-0527,4.043831868346128e-05,0.0011590179075050549,0.00036975957203243704,0.0,0.0012237379412872256
deep-0528,0.0,0.0,0.00011866004667287717,0.0,0.001118507152129009
deep-0535,0.0,0.0,0.0002821186010090138,0.0,1.597245170768934e-05
deep-0539,0.000896411865650242,0.0019584870451466517,0.004054076803542685,0.0008791045921352738,0.0021812827567649186
deep-0545,0.0,3.156504636660122e-05,0.0008022055805690005,0.0,0.00012992220784251624
deep-0553,0.00851297438718538,0.004038556904186647,0.018990516898637913,0.005854149133561558,0.002391901185144735
deep-0555,0.003208295086357287,0.003883209608467375,0.005006544613656461,0.002661346464005076,0.0036918097129966386
deep-0560,0.0,0.0012918369231556988,0.004779294920837012,0.0,0.009269810659827083
deep-0562,0.000535110405797023,0.0009441906645344823,0.0005337531042779142,0.00033327336462481025,0.0004841537872876734
deep-0564,0.0,0.0010108406997394583,0.00401477808568473,0.0,1.3208262900137667e-05
deep-0585,0.0,3.007591410542867e-05,9.002819825242305e-05,0.0,0.0
deep-0586,0.0,0.00016656477760616217,7.454752709795886e-05,0.0,0.0027257088371381894
deep-0590,0.003567940346874757,0.0031496504593732364,0.00018781586496645868,0.002755631895187949,0.005561220050611956
deep-0592,0.0,8.48003356811161e-05,8.901152588565022e-05,0.0,0.0008359031231463529
deep-0593,0.0,0.0008559531164945803,0.0008562853397858793,5.774527722564019e-06,0.002728713441813681
deep-0600,0.0,3.904522334070018e-05,4.5227450734301075e-06,0.0,0.0005704266911338185
deep-0605,0.0,0.0,0.00013610328669284017,0.0,0.0
deep-0608,0.0,0.0005493744119599751,0.00043103665659911675,0.0,0.0005228801773242357
deep-0609,0.0,8.650956887129281e-05,0.0,0.0,0.0
deep-0614,0.0,0.0,0.0,0.0,0.0006397092936726637
deep-0617,0.0,0.0,0.0003846816510311258,0.0,1.0721582991947001e-05
