bin,SRR3961906,SRR3961935,SRR3961936,SRR3962293,SRR3962508,SRR3962771,SRR3965585,SRR3965586,SRR3967905,SRR3968062,SRR3968063,SRR3968770,SRR3968777
deep-0018,6068.223181393195,7172.31146448509,7685.047348166904,8589.867139205751,9481.49447426544,9443.129995767868,44908.893110148376,5372.078088244566,10036.269874188205,5619.84209705182,3878.159454490785,15076.743318823994,7963.215173767706
deep-0019,168239.441671629,229849.05665123917,52916.53370559346,172307.88021666728,106334.6761918972,74268.53457867695,137887.26268367178,156753.20408942332,45066.437550862465,72402.02561270252,49614.37859992173,150317.83360695318,159185.48546666605
deep-0029,120540.64823496655,326268.35535037407,467085.12873652816,665867.0597346508,71413.79945772777,374656.74596055417,79689.61981853211,114525.99883644766,176042.8947320691,547392.2330949636,498393.55734562833,113734.43075587931,234423.9437182459
deep-0035,3944.846729159003,5436.262293549608,1146.4416612390726,5033.927346695032,2553.663404371665,2009.5817082771282,2237.6364715351924,2538.5761666435897,1426.6069269199984,1198.4229252811888,1298.9354180198334,1891.4115083585812,2739.2016992672206
deep-0036,92646.85992789849,378809.68382143683,1175250.5140124182,3159169.1454017814,110262.81616292233,817071.9373903258,123979.17881396665,122644.95620342181,20707.68568707281,269900.23960792983,83322.3270225838,36852.7825182369,137753.03133714353
deep-0044,11574.78900654658,11969.345006435442,32486.165810871218,34141.06373608131,16861.505825198965,56349.52432110186,19636.51575214931,5244.835260374656,5486.243730431257,2145.350651512718,1619.9971227179556,87942.73281246478,27711.041135424508
deep-0045,610.00849117565,2631.799094467322,99.84,439.34486773854536,1152.7554998584883,356.2974230173777,1444.542218892855,924.4127216364095,747.3710846538602,848.5960845057152,998.188524579176,2222.155102482428,1611.2091974281398
deep-0047,40403.45425785172,51973.28516397096,332417.04877567024,332250.6428803981,109171.38289527995,212563.84191728252,1798873.6655818103,847391.9176724987,388445.6630276089,2157068.4648899185,2935274.192035295,830805.4324906556,495912.06550841144
deep-0050,18444.502651660143,8237.508665296362,4067.0350704430966,23895.08028779247,2586.7179422768313,1172.9721597843882,16742.03662496721,9775.424904677902,20048.242258648796,37849.240353463945,32439.31189447583,2196.339586314039,8952.922568499978
deep-0064,11012.299539520778,14669.123544819418,17931.214389564964,12305.730123454528,19240.94727379023,52432.75089722129,206512.39558683953,16375.520025859572,411935.1962583248,6558.076950692734,6571.802584773966,11757.800472364288,4544.835431402487
deep-0070,24823.491409670838,33741.17365369001,56657.86961613556,215833.43795802144,65264.76987097785,56853.063195886374,155163.84399754327,1157962.3304335459,569.663314531923,15789.60472672442,2538.988961672543,398.675534874067,0.0
deep-0077,20594.324045978236,24444.21680705171,39798.130378311966,20819.046847450325,36080.94584325341,47245.85112982236,18016.268755281468,12408.478923989509,1756.605830022167,4737.571463377925,7522.662376548179,1852.9358168160556,664.8788034839606
deep-0081,1528.144016272867,1189.2429806885866,1199.553847743642,1195.1956381531775,3037.3259491565477,2277.9889223989385,2432.7996327111696,5626.452984934384,1753.31924009267,1494.179336524006,732.8681334491916,1827.924379901258,1983.234278132375
deep-0093,1597.5447219777827,2756.2769580558825,4162.111211374926,11137.723711511051,835.2369109486457,2043.0148230934146,5231.343365071737,7009.211478915107,3084.4872662033404,84430.20395464994,77564.61390201592,4372.684070031746,12548.790221270774
deep-0095,7016.9867822081715,6204.909730828771,19524.274340559594,2989.3314791267467,16895.21351640419,26994.37662949235,61878.23363151517,4493.780038014161,133087.59226900336,6349.416098828738,686.0462686786025,2648.9836668529274,3347.959991247193
deep-0101,314.04787972362135,704.3349970068051,49.82698961937716,145.61003761058453,426.18831910787924,0.0,86.82332155477033,349.9477148551916,305.7531091327021,183.04082021343368,49.882629107981224,0.0,187.52528180354267
deep-0102,14161.343352547996,31892.285092454695,78440.72323442204,114966.53150645294,13073.645839720866,60398.85488509474,170865.15911406372,95734.67935463152,45639.91368335136,404598.99876592035,517898.2799023328,73047.49614967698,72530.31062557542
deep-0108,948730.8990708743,1415296.7074601827,1495419.088073173,2290232.731074182,1078917.2110681138,2585653.405951795,223191.2794410906,1154872.3933902236,49648.478493839604,546163.0376962598,418131.57493772643,51023.07052743011,368912.77970060095
deep-0122,537136.9199232972,2500469.7815327505,3913830.6357531087,8878749.37449863,282221.1584916381,3349341.6898508817,223813.5326828778,185334.62765344666,12255.847186145185,101071.72487702117,70053.44256237544,13396.407309590642,76062.54493307708
deep-0126,684.7195485516796,1107.149778889618,366.8307651169693,1703.5165923824634,249.55971233424646,149.25824335307092,847.0449258241201,8579.67072895239,309.55099372134646,589.5549758838281,299.41358859334287,199.65949460169824,399.0605716190823
deep-0127,287744.44480623695,1049560.0362472392,2081604.2049552558,6152289.091639863,247669.97881727057,1330937.42381248,535372.3707160542,3649155.778172809,106138.50904059716,740169.4493928265,765287.0034458583,79601.07295074746,105236.16741992664
deep-0131,3330.9013263438246,3606.509616395306,648.452919985825,4035.705883862607,1714.9741095332938,1163.4670513995761,2400.496083978871,2258.179419024477,1046.4246692051995,1809.565933043824,1307.9505884998077,3547.687452600805,2252.0196089127107
deep-0134,382811.1746897887,344011.81008353556,176722.53753700273,538405.6411375555,217048.47110382043,164857.1706516575,1852889.1981065888,1169769.5935232197,224337.0050583401,827797.6741751845,436271.5077154367,100803.08061722683,67771.7190477391
deep-0144,2068.6173528134527,2923.4897583684224,145.58147742601525,647.8182791503725,1906.9096858356224,548.1277591782318,3273.947447093102,5833.851266254364,942.7516063286913,1235.88294993727,1044.8818328883076,597.4819596641969,1147.1002464352537
deep-0146,268954.3312133457,450512.0591052643,50813.60908084851,339490.2135138872,58162.81126225127,56577.13211631731,28684.68153707882,55764.13317979737,60007.53356479598,262915.24297712964,207836.27249559824,103777.99522231649,341885.0748981563
