Tara Oceans ID,BioSamples ID,(ENA accession #),Station,Depth,Filter,Input_Reads,Assembl,Contigs,Mean Size (bp),N50 (bp),Accession Number (run),Related biomolecular data,Sample Code
TARA_N000000029,SAMEA2620010,ERS488809,TARA_38,SRF,0.8 - 5,306M,65 %,1638838,608bp,782bp,"ERR1711871,ERR1711968",http://www.ebi.ac.uk/ena/data/view/ERS488809,38SUR1GGMM14
TARA_N000000046,SAMEA2730588,ERS488821,TARA_38,SRF,180 - 2000,465M,62 %,636457,852bp,1466bp,"ERR1719259,ERR1719423",http://www.ebi.ac.uk/ena/data/view/ERS488821,38SUR1SSUU14
TARA_N000000045,SAMEA2730547,ERS488817,TARA_38,SRF,20 - 180,466M,52 %,702284,703bp,1141bp,"ERR1719322,ERR1719351",http://www.ebi.ac.uk/ena/data/view/ERS488817,38SUR1QQSS14
TARA_N000000007,SAMEA2620089,ERS488924,TARA_39,DCM,0.8 - 5,339M,48 %,1563059,496bp,587bp,"ERR1712196,ERR1711861",http://www.ebi.ac.uk/ena/data/view/ERS488924,39DCM1GGMM14
TARA_N000000014,SAMEA2656964,ERS488915,TARA_39,DCM,180 - 2000,434M,65 %,886232,513bp,680bp,"ERR1712126,ERR1712133",http://www.ebi.ac.uk/ena/data/view/ERS488915,39DCM1SSUU14
TARA_N000000012,SAMEA2656967,ERS488902,TARA_39,DCM,20 - 180,500M,42 %,801715,662bp,1050bp,"ERR1719323,ERR1719429",http://www.ebi.ac.uk/ena/data/view/ERS488902,39DCM1QQSS14
TARA_N000000051,SAMEA2730749,ERS488910,TARA_39,OTH,0.8 - 5,240M,48 %,419233,495bp,613bp,"ERR1712065,ERR1711916",http://www.ebi.ac.uk/ena/data/view/ERS488910,39OTH02GGMM14
TARA_N000000052,SAMEA2730747,ERS488908,TARA_39,OTH,0.8 - 5,275M,35 %,575519,614bp,881bp,"ERR1711880,ERR1711991",http://www.ebi.ac.uk/ena/data/view/ERS488908,39OTH03GGMM14
TARA_N000000006,SAMEA2620071,ERS488885,TARA_39,SRF,0.8 - 5,483M,23 %,984178,583bp,815bp,"ERR1719502,ERR1719267",http://www.ebi.ac.uk/ena/data/view/ERS488885,39SUR1GGMM14
TARA_N000000013,SAMEA2656965,ERS488900,TARA_39,SRF,180 - 2000,386M,73 %,534008,868bp,1296bp,"ERR1712136,ERR1712135",http://www.ebi.ac.uk/ena/data/view/ERS488900,39SUR1SSUU14
TARA_N000000011,SAMEA2657110,ERS488896,TARA_39,SRF,20 - 180,416M,55 %,1249554,557bp,723bp,"ERR1712209,ERR1712012",http://www.ebi.ac.uk/ena/data/view/ERS488896,39SUR1QQSS14
TARA_N000000008,SAMEA2620072,ERS488886,TARA_39,SRF,5 - 20,88M,38 %,720138,413bp,465bp,"ERR1712211,ERR1712107",http://www.ebi.ac.uk/ena/data/view/ERS488886,39SUR1MMQQ14
TARA_X000000408,SAMEA2619419,ERS487956,TARA_4,DCM,0.8 - 5,415M,42 %,796294,558bp,826bp,ERR1719507,http://www.ebi.ac.uk/ena/data/view/ERS487956,4DCM1GGMM14
TARA_X000000410,SAMEA2619421,ERS487958,TARA_4,DCM,5 - 20,507M,38 %,597903,490bp,685bp,"ERR1719432,ERR1719222",http://www.ebi.ac.uk/ena/data/view/ERS487958,4DCM1MMQQ14
TARA_X000000323,SAMEA2619396,ERS487919,TARA_4,SRF,0.8 - 5,420M,26 %,1087565,456bp,550bp,ERR1719198,http://www.ebi.ac.uk/ena/data/view/ERS487919,4SUR1GGMM14
TARA_X000000357,SAMEA2657059,ERS487930,TARA_4,SRF,180 - 2000,76M,8 %,117958,432bp,499bp,"ERR1712116,ERR1711928",http://www.ebi.ac.uk/ena/data/view/ERS487930,4SUR1SSUU14
TARA_X000000325,SAMEA2619398,ERS487921,TARA_4,SRF,5 - 20,344M,48 %,361244,595bp,837bp,"ERR1712004,ERR1712047",http://www.ebi.ac.uk/ena/data/view/ERS487921,4SUR1MMQQ14
TARA_N000000063,SAMEA2620128,ERS488967,TARA_40,SRF,3 - 2000,455M,33 %,781709,637bp,989bp,"ERR1719434,ERR1719284",http://www.ebi.ac.uk/ena/data/view/ERS488967,40SUR01KKZZ14
TARA_N000000064,SAMEA2620139,ERS488980,TARA_40,ZZZ,3 - 2000,386M,49 %,786783,597bp,841bp,"ERR1712227,ERR1711868",http://www.ebi.ac.uk/ena/data/view/ERS488980,40ZZZ08KKZZ14
TARA_N000000065,SAMEA2620150,ERS488991,TARA_40,ZZZ,3 - 2000,448M,33 %,767035,729bp,1151bp,"ERR1719450,ERR1719392",http://www.ebi.ac.uk/ena/data/view/ERS488991,40ZZZ02KKZZ14
TARA_N000000067,SAMEA2620172,ERS489013,TARA_40,ZZZ,3 - 2000,106M,31 %,726931,413bp,464bp,"ERR1711890,ERR1712080",http://www.ebi.ac.uk/ena/data/view/ERS489013,40ZZZ010KKZZ14
TARA_N000000072,SAMEA2620221,ERS489078,TARA_41,DCM,0.8 - 5,314M,30 %,621440,484bp,607bp,"ERR1712159,ERR1712164",http://www.ebi.ac.uk/ena/data/view/ERS489078,41DCM1GGMM14
TARA_N000000075,SAMEA2656995,ERS489067,TARA_41,DCM,20 - 180,414M,42 %,908099,485bp,603bp,"ERR1712018,ERR1711944",http://www.ebi.ac.uk/ena/data/view/ERS489067,41DCM1QQSS14
TARA_N000000074,SAMEA2620222,ERS489079,TARA_41,DCM,5 - 20,41M,1 %,14280,392bp,441bp,"ERR1711996,ERR1712229",http://www.ebi.ac.uk/ena/data/view/ERS489079,41DCM1MMQQ14
TARA_N000000071,SAMEA2620204,ERS489053,TARA_41,SRF,0.8 - 5,328M,22 %,560796,418bp,464bp,"ERR1712023,ERR1712005",http://www.ebi.ac.uk/ena/data/view/ERS489053,41SUR1GGMM14
TARA_N000000077,SAMEA2657016,ERS489065,TARA_41,SRF,180 - 2000,377M,52 %,466340,553bp,800bp,"ERR1712235,ERR1712131",http://www.ebi.ac.uk/ena/data/view/ERS489065,41SUR1SSUU14
TARA_N000000076,SAMEA2657106,ERS489037,TARA_41,SRF,20 - 180,481M,32 %,867467,630bp,977bp,"ERR1719210,ERR1719346",http://www.ebi.ac.uk/ena/data/view/ERS489037,41SUR1QQSS14
TARA_N000000073,SAMEA2620205,ERS489054,TARA_41,SRF,5 - 20,372M,51 %,1342590,573bp,757bp,"ERR1712213,ERR1711963",http://www.ebi.ac.uk/ena/data/view/ERS489054,41SUR1MMQQ14
TARA_N000000267,SAMEA2620378,ERS489279,TARA_46,SRF,0.8 - 5,515M,19 %,899048,542bp,724bp,"ERR1719218,ERR1719498",http://www.ebi.ac.uk/ena/data/view/ERS489279,46SUR1GGMM14
TARA_N000000270,SAMEA2730900,ERS489291,TARA_46,SRF,180 - 2000,377M,28 %,296506,425bp,488bp,"ERR1712035,ERR1711980",http://www.ebi.ac.uk/ena/data/view/ERS489291,46SUR1SSUU14
TARA_N000000269,SAMEA2730898,ERS489289,TARA_46,SRF,20 - 180,195M,3 %,161910,367bp,388bp,"ERR1711893,ERR1712044",http://www.ebi.ac.uk/ena/data/view/ERS489289,46SUR1QQSS14
TARA_N000000268,SAMEA2620379,ERS489280,TARA_46,SRF,5 - 20,404M,43 %,703869,587bp,793bp,"ERR1712170,ERR1711976",http://www.ebi.ac.uk/ena/data/view/ERS489280,46SUR1MMQQ14
TARA_G000000124,SAMEA2620403,ERS489312,TARA_47,DCM,0.8 - 2000,125M,1 %,54433,348bp,367bp,"ERR1712026,ERR1711919",http://www.ebi.ac.uk/ena/data/view/ERS489312,47DCM04GGZZ14
TARA_N000000278,SAMEA2620396,ERS489303,TARA_47,SRF,0.8 - 20,235M,28 %,533430,405bp,452bp,"ERR1711901,ERR1712146",http://www.ebi.ac.uk/ena/data/view/ERS489303,47SUR2GGQQ14
TARA_N000000284,SAMEA2730863,ERS489314,TARA_47,SRF,180 - 2000,314M,55 %,253225,630bp,907bp,"ERR1712145,ERR1712198",http://www.ebi.ac.uk/ena/data/view/ERS489314,47SUR1SSUU14
TARA_N000000113,SAMEA2620418,ERS489329,TARA_48,SRF,0.8 - 20,404M,31 %,583762,506bp,652bp,ERR1719378,http://www.ebi.ac.uk/ena/data/view/ERS489329,48SUR1GGQQ14
TARA_N000000115,SAMEA2657050,ERS489336,TARA_48,SRF,180 - 2000,303M,50 %,201366,356bp,397bp,"ERR1712189,ERR1712221",http://www.ebi.ac.uk/ena/data/view/ERS489336,48SUR1SSUU14
TARA_N000000216,SAMEA2620526,ERS489505,TARA_51,DCM,0.8 - 5,301M,17 %,180479,370bp,377bp,"ERR1712138,ERR1712171",http://www.ebi.ac.uk/ena/data/view/ERS489505,51DCM1GGMM14
TARA_N000000193,SAMEA2730995,ERS489489,TARA_51,DCM,180 - 2000,341M,35 %,409164,559bp,738bp,"ERR1712002,ERR1711921",http://www.ebi.ac.uk/ena/data/view/ERS489489,51DCM1SSUU14
TARA_N000000225,SAMEA2620523,ERS489502,TARA_51,DCM,20 - 150,293M,39 %,538729,397bp,442bp,"ERR1712053,ERR1712173",http://www.ebi.ac.uk/ena/data/view/ERS489502,51DCM02QQRR14
TARA_N000000231,SAMEA2620500,ERS489448,TARA_51,SRF,0.8 - 5,400M,10 %,511623,363bp,380bp,"ERR1719408,ERR1719306",http://www.ebi.ac.uk/ena/data/view/ERS489448,51SUR3GGMM14
TARA_N000000189,SAMEA2731026,ERS489466,TARA_51,SRF,180 - 2000,372M,46 %,404103,531bp,712bp,"ERR1712234,ERR1711872",http://www.ebi.ac.uk/ena/data/view/ERS489466,51SUR1SSUU14
TARA_N000000196,SAMEA2730769,ERS489476,TARA_51,SRF,20 - 180,332M,25 %,200227,475bp,584bp,"ERR1711978,ERR1712092",http://www.ebi.ac.uk/ena/data/view/ERS489476,51SUR1QQSS14
TARA_N000000185,SAMEA2730799,ERS489481,TARA_51,SRF,5 - 20,307M,24 %,477116,401bp,449bp,"ERR1711866,ERR1712187",http://www.ebi.ac.uk/ena/data/view/ERS489481,51SUR1MMQQ14
TARA_N000000600,SAMEA2620581,ERS489596,TARA_52,DCM,0.8 - 5,301M,29 %,303438,508bp,653bp,"ERR1712188,ERR1712017",http://www.ebi.ac.uk/ena/data/view/ERS489596,52DCM0GGMM14
TARA_N000000585,SAMEA2657020,ERS489574,TARA_52,DCM,180 - 2000,398M,21 %,343572,498bp,666bp,"ERR1712033,ERR1712121",http://www.ebi.ac.uk/ena/data/view/ERS489574,52DCM1SSUU14
TARA_N000000593,SAMEA2657079,ERS489582,TARA_52,DCM,20 - 180,370M,25 %,684706,477bp,587bp,"ERR1719411,ERR1719415",http://www.ebi.ac.uk/ena/data/view/ERS489582,52DCM1QQSS14
TARA_N000000598,SAMEA2620556,ERS489543,TARA_52,SRF,0.8 - 5,370M,32 %,611457,494bp,621bp,"ERR1711907,ERR1712199",http://www.ebi.ac.uk/ena/data/view/ERS489543,52SUR1GGMM15
TARA_N000000581,SAMEA2657047,ERS489523,TARA_52,SRF,180 - 2000,487M,46 %,1101288,613bp,894bp,"ERR1719283,ERR1719334",http://www.ebi.ac.uk/ena/data/view/ERS489523,52SUR1SSUU14
TARA_N000000589,SAMEA2657038,ERS489566,TARA_52,SRF,20 - 180,409M,26 %,747932,557bp,749bp,"ERR1719349,ERR1719461",http://www.ebi.ac.uk/ena/data/view/ERS489566,52SUR1QQSS14
TARA_N000000570,SAMEA2656997,ERS489556,TARA_52,SRF,5 - 20,408M,33 %,894042,479bp,586bp,"ERR1712019,ERR1712048",http://www.ebi.ac.uk/ena/data/view/ERS489556,52SUR1MMQQ14
TARA_N000000925,SAMEA2657083,ERS489984,TARA_64,DCM,180 - 2000,453M,48 %,901034,547bp,737bp,"ERR1711931,ERR1712168",http://www.ebi.ac.uk/ena/data/view/ERS489984,64DCM1SSUU14
TARA_N000000535,SAMEA2657013,ERS489974,TARA_64,DCM,20 - 180,344M,32 %,275286,421bp,489bp,"ERR1711950,ERR1712024",http://www.ebi.ac.uk/ena/data/view/ERS489974,64DCM1QQSS14
TARA_N000000531,SAMEA2620846,ERS490020,TARA_64,DCM,5 - 20,337M,52 %,2325296,430bp,491bp,"ERR1712125,ERR1712232",http://www.ebi.ac.uk/ena/data/view/ERS490020,64DCM1MMQQ14
TARA_N000000522,SAMEA2620802,ERS489933,TARA_64,SRF,0.8 - 5,307M,32 %,614355,443bp,519bp,"ERR1711943,ERR1712100",http://www.ebi.ac.uk/ena/data/view/ERS489933,64SUR1GGMM14
TARA_N000000539,SAMEA2657108,ERS489952,TARA_64,SRF,180 - 2000,359M,58 %,670621,704bp,1059bp,"ERR1712042,ERR1712142",http://www.ebi.ac.uk/ena/data/view/ERS489952,64SUR1SSUU14
TARA_N000000526,SAMEA2656968,ERS489963,TARA_64,SRF,20 - 180,367M,36 %,516296,519bp,671bp,"ERR1711878,ERR1712045",http://www.ebi.ac.uk/ena/data/view/ERS489963,64SUR1QQSS14
TARA_N000000927,SAMEA2731338,ERS489954,TARA_64,SRF,5 - 20,395M,30 %,665264,445bp,524bp,"ERR1712151,ERR1712084",http://www.ebi.ac.uk/ena/data/view/ERS489954,64SUR4MMQQ14
TARA_N000000939,SAMEA2620907,ERS490102,TARA_65,DCM,5 - 20,413M,68 %,683917,592bp,828bp,"ERR1712130,ERR1712233",http://www.ebi.ac.uk/ena/data/view/ERS490102,65DCM2MMQQ14
TARA_N000000933,SAMEA2620865,ERS490039,TARA_65,SRF,0.8 - 5,465M,20 %,764050,563bp,786bp,"ERR1719390,ERR1719261",http://www.ebi.ac.uk/ena/data/view/ERS490039,65SUR2GGMM14
TARA_N000000981,SAMEA2657007,ERS490063,TARA_65,SRF,180 - 2000,474M,43 %,842840,594bp,860bp,"ERR1719516,ERR1719348",http://www.ebi.ac.uk/ena/data/view/ERS490063,65SUR3SSUU14
TARA_N000000968,SAMEA2656992,ERS490083,TARA_65,SRF,20 - 180,486M,24 %,960254,433bp,516bp,"ERR1719251,ERR1719384",http://www.ebi.ac.uk/ena/data/view/ERS490083,65SUR1QQSS14
TARA_N000000963,SAMEA2620871,ERS490045,TARA_65,SRF,5 - 20,336M,50 %,1172763,354bp,376bp,"ERR1712154,ERR1712244",http://www.ebi.ac.uk/ena/data/view/ERS490045,65SUR1MMQQ14
TARA_N000000807,SAMEA2620959,ERS490172,TARA_66,DCM,0.8 - 5,395M,26 %,813432,588bp,820bp,"ERR1719352,ERR1719504",http://www.ebi.ac.uk/ena/data/view/ERS490172,66DCM1GGMM14
TARA_N000000791,SAMEA2620961,ERS490174,TARA_66,DCM,5 - 20,330M,63 %,267248,488bp,617bp,"ERR1712192,ERR1712181",http://www.ebi.ac.uk/ena/data/view/ERS490174,66DCM1MMQQ14
TARA_N000000805,SAMEA2620939,ERS490134,TARA_66,SRF,0.8 - 5,314M,58 %,1436264,457bp,554bp,"ERR1712216,ERR1712205",http://www.ebi.ac.uk/ena/data/view/ERS490134,66SUR1GGMM14
TARA_N000000790,SAMEA2656956,ERS490150,TARA_66,SRF,180 - 2000,434M,52 %,410082,601bp,909bp,"ERR1719234,ERR1719180",http://www.ebi.ac.uk/ena/data/view/ERS490150,66SUR1SSUU14
TARA_N000000793,SAMEA2657046,ERS490159,TARA_66,SRF,20 - 180,430M,36 %,740473,640bp,978bp,"ERR1719464,ERR1719302",http://www.ebi.ac.uk/ena/data/view/ERS490159,66SUR1QQSS14
TARA_N000000809,SAMEA2620941,ERS490136,TARA_66,SRF,5 - 20,363M,71 %,1150916,630bp,864bp,"ERR1711971,ERR1712172",http://www.ebi.ac.uk/ena/data/view/ERS490136,66SUR1MMQQ14
TARA_N000000759,SAMEA2620985,ERS490198,TARA_67,SRF,0.8 - 2000,466M,48 %,1230583,535bp,737bp,"ERR1719287,ERR1719253",http://www.ebi.ac.uk/ena/data/view/ERS490198,67SUR2GGZZ14
TARA_N000000756,SAMEA2620988,ERS490201,TARA_67,SRF,0.8 - 5,146M,17 %,353562,501bp,634bp,"ERR1711906,ERR1711966",http://www.ebi.ac.uk/ena/data/view/ERS490201,67SUR5GGMM14
TARA_N000000750,SAMEA2656969,ERS490210,TARA_67,SRF,180 - 2000,521M,65 %,351500,632bp,980bp,"ERR1719154,ERR1719452",http://www.ebi.ac.uk/ena/data/view/ERS490210,67SUR2SSUU14
TARA_N000000746,SAMEA2657065,ERS490216,TARA_67,SRF,20 - 180,470M,60 %,394048,850bp,1512bp,"ERR1719319,ERR1719509",http://www.ebi.ac.uk/ena/data/view/ERS490216,67SUR2QQSS14
TARA_N000000742,SAMEA2657014,ERS490220,TARA_67,SRF,5 - 20,424M,51 %,478782,446bp,598bp,"ERR1719296,ERR1719416",http://www.ebi.ac.uk/ena/data/view/ERS490220,67SUR2MMQQ14
TARA_N000000720,SAMEA2621052,ERS490311,TARA_68,DCM,0.8 - 2000,409M,29 %,917932,610bp,897bp,"ERR1719407,ERR1719482",http://www.ebi.ac.uk/ena/data/view/ERS490311,68DCM1GGZZ14
TARA_N000000728,SAMEA2621048,ERS490307,TARA_68,DCM,0.8 - 5,480M,31 %,985478,744bp,1218bp,"ERR1719269,ERR1719271",http://www.ebi.ac.uk/ena/data/view/ERS490307,68DCM1GGMM14
TARA_N000000711,SAMEA2657061,ERS490294,TARA_68,DCM,180 - 2000,471M,55 %,643833,696bp,1100bp,"ERR1719466,ERR1719427",http://www.ebi.ac.uk/ena/data/view/ERS490294,68DCM2SSUU14
TARA_N000000703,SAMEA2621055,ERS490314,TARA_68,DCM,5 - 20,397M,50 %,905830,446bp,519bp,"ERR1712183,ERR1712119",http://www.ebi.ac.uk/ena/data/view/ERS490314,68DCM1MMQQ14
TARA_N000000713,SAMEA2621006,ERS490241,TARA_68,MES,0.8 - 3,228M,60 %,857286,469bp,545bp,"ERR1712202,ERR1712096",http://www.ebi.ac.uk/ena/data/view/ERS490241,68MES1GGKK14
TARA_N000000722,SAMEA2621029,ERS490281,TARA_68,SRF,0.8 - 5,397M,35 %,902354,577bp,836bp,"ERR1719484,ERR1719344",http://www.ebi.ac.uk/ena/data/view/ERS490281,68SUR1GGMM14
TARA_N000000709,SAMEA2657073,ERS490253,TARA_68,SRF,180 - 2000,463M,49 %,427201,650bp,1040bp,"ERR1719508,ERR1719186",http://www.ebi.ac.uk/ena/data/view/ERS490253,68SUR1SSUU14
TARA_N000000705,SAMEA2657082,ERS490256,TARA_68,SRF,20 - 180,428M,49 %,524655,730bp,1196bp,"ERR1719418,ERR1719501",http://www.ebi.ac.uk/ena/data/view/ERS490256,68SUR2QQSS14
TARA_N000000701,SAMEA2657009,ERS490261,TARA_68,SRF,5 - 20,418M,33 %,928996,411bp,481bp,"ERR1719442,ERR1719291",http://www.ebi.ac.uk/ena/data/view/ERS490261,68SUR1MMQQ14
TARA_A200000158,SAMEA2591077,ERS477956,TARA_7,DCM,0.8 - 5,344M,17 %,636012,513bp,661bp,ERR550537,http://www.ebi.ac.uk/ena/data/view/ERS477956,7DCM2GGMM14
TARA_A200000179,SAMEA2625588,ERS477972,TARA_7,DCM,20 - 180,371M,55 %,529435,630bp,894bp,"ERR550387,ERR550402",http://www.ebi.ac.uk/ena/data/view/ERS477972,7DCM6QQSS14
TARA_A200000150,SAMEA2591078,ERS477957,TARA_7,DCM,5 - 20,268M,46 %,639402,440bp,508bp,ERR550388,http://www.ebi.ac.uk/ena/data/view/ERS477957,7DCM2MMQQ14
TARA_A200000123,SAMEA2591060,ERS477934,TARA_7,SRF,0.8 - 5,258M,37 %,618277,476bp,573bp,"ERR550396,ERR550403",http://www.ebi.ac.uk/ena/data/view/ERS477934,7SUR2GGMM14
TARA_A200000139,SAMEA2611380,ERS477943,TARA_7,SRF,20 - 180,320M,54 %,502259,468bp,582bp,"ERR550381,ERR550393",http://www.ebi.ac.uk/ena/data/view/ERS477943,7SUR3QQSS14
TARA_N000000674,SAMEA2621080,ERS490341,TARA_70,SRF,0.8 - 2000,371M,22 %,626539,580bp,805bp,"ERR1719486,ERR1719451",http://www.ebi.ac.uk/ena/data/view/ERS490341,70SUR1GGZZ14
TARA_N000000678,SAMEA2621082,ERS490343,TARA_70,SRF,0.8 - 5,177M,36 %,1215570,359bp,384bp,"ERR1712094,ERR1711924",http://www.ebi.ac.uk/ena/data/view/ERS490343,70SUR1GGMM14
TARA_N000000666,SAMEA2657034,ERS490356,TARA_70,SRF,180 - 2000,459M,47 %,572702,554bp,830bp,"ERR1719153,ERR1719260",http://www.ebi.ac.uk/ena/data/view/ERS490356,70SUR1SSUU14
TARA_N000000662,SAMEA2656971,ERS490362,TARA_70,SRF,20 - 180,461M,42 %,714656,764bp,1281bp,"ERR1719225,ERR1719340",http://www.ebi.ac.uk/ena/data/view/ERS490362,70SUR1QQSS14
TARA_N000000682,SAMEA2656958,ERS490366,TARA_70,SRF,5 - 20,416M,27 %,1098447,502bp,654bp,"ERR1719517,ERR1719221",http://www.ebi.ac.uk/ena/data/view/ERS490366,70SUR1MMQQ14
TARA_N000000833,SAMEA2621169,ERS490490,TARA_72,DCM,0.8 - 5,365M,32 %,581138,544bp,720bp,"ERR1712057,ERR1711959",http://www.ebi.ac.uk/ena/data/view/ERS490490,72DCM1GGMM14
TARA_N000000845,SAMEA2657053,ERS490473,TARA_72,DCM,180 - 2000,318M,25 %,161453,492bp,629bp,"ERR1712236,ERR1712215",http://www.ebi.ac.uk/ena/data/view/ERS490473,72DCM1SSUU15
TARA_N000000841,SAMEA2656972,ERS490499,TARA_72,DCM,20 - 180,419M,56 %,492395,731bp,1136bp,"ERR1711962,ERR1712180",http://www.ebi.ac.uk/ena/data/view/ERS490499,72DCM1QQSS14
TARA_N000000837,SAMEA2657100,ERS490503,TARA_72,DCM,5 - 20,351M,27 %,442719,402bp,445bp,"ERR1712190,ERR1712056",http://www.ebi.ac.uk/ena/data/view/ERS490503,72DCM1MMQQ14
TARA_N000000843,SAMEA2657090,ERS490457,TARA_72,SRF,180 - 2000,459M,49 %,536936,847bp,1432bp,"ERR1711899,ERR1712223",http://www.ebi.ac.uk/ena/data/view/ERS490457,72SUR1SSUU14
TARA_N000000839,SAMEA2656961,ERS490463,TARA_72,SRF,20 - 180,443M,51 %,606000,501bp,694bp,"ERR1712156,ERR1712109",http://www.ebi.ac.uk/ena/data/view/ERS490463,72SUR1QQSS14
TARA_N000000836,SAMEA2731714,ERS490468,TARA_72,SRF,5 - 20,401M,35 %,898524,400bp,453bp,"ERR1711948,ERR1712039",http://www.ebi.ac.uk/ena/data/view/ERS490468,72SUR2MMQQ14
TARA_N000000884,SAMEA2656962,ERS490594,TARA_76,DCM,180 - 2000,498M,50 %,876416,650bp,965bp,"ERR1719369,ERR1719315",http://www.ebi.ac.uk/ena/data/view/ERS490594,76DCM1SSUU14
TARA_N000000876,SAMEA2656998,ERS490618,TARA_76,DCM,20 - 180,440M,35 %,695403,654bp,977bp,"ERR1719195,ERR1719325",http://www.ebi.ac.uk/ena/data/view/ERS490618,76DCM1QQSS14
TARA_N000000868,SAMEA2657101,ERS490626,TARA_76,DCM,5 - 20,369M,34 %,840335,407bp,448bp,"ERR1712186,ERR1712061",http://www.ebi.ac.uk/ena/data/view/ERS490626,76DCM1MMQQ14
TARA_N000000852,SAMEA2621208,ERS490552,TARA_76,SRF,0.8 - 2000,327M,38 %,1352192,322bp,325bp,"ERR1712031,ERR1712046",http://www.ebi.ac.uk/ena/data/view/ERS490552,76SUR2GGZZ14
TARA_N000000879,SAMEA2657091,ERS490564,TARA_76,SRF,180 - 2000,454M,53 %,718795,801bp,1355bp,"ERR1719357,ERR1719268",http://www.ebi.ac.uk/ena/data/view/ERS490564,76SUR1SSUU14
TARA_N000000871,SAMEA2657030,ERS490572,TARA_76,SRF,20 - 180,379M,51 %,1299663,540bp,683bp,"ERR1712079,ERR1712073",http://www.ebi.ac.uk/ena/data/view/ERS490572,76SUR2QQSS14
TARA_N000000864,SAMEA2732954,ERS490583,TARA_76,SRF,5 - 20,380M,33 %,729916,446bp,527bp,"ERR1712217,ERR1711870",http://www.ebi.ac.uk/ena/data/view/ERS490583,76SUR7MMQQ14
TARA_N000000618,SAMEA2621280,ERS490699,TARA_78,DCM,0.8 - 2000,383M,47 %,729504,591bp,829bp,"ERR1711887,ERR1711970",http://www.ebi.ac.uk/ena/data/view/ERS490699,78DCM1GGZZ14
TARA_N000001516,SAMEA2657042,ERS490708,TARA_78,DCM,180 - 2000,335M,20 %,141108,491bp,703bp,"ERR1711891,ERR1711888",http://www.ebi.ac.uk/ena/data/view/ERS490708,78DCM1SSUU14
TARA_N000001512,SAMEA2657102,ERS490712,TARA_78,DCM,20 - 180,388M,29 %,453620,542bp,740bp,"ERR1711863,ERR1712001",http://www.ebi.ac.uk/ena/data/view/ERS490712,78DCM1QQSS14
TARA_N000000616,SAMEA2621263,ERS490668,TARA_78,SRF,0.8 - 2000,75M,18 %,343349,349bp,363bp,"ERR1712220,ERR1711908",http://www.ebi.ac.uk/ena/data/view/ERS490668,78SUR1GGZZ14
TARA_N000001514,SAMEA2656977,ERS490679,TARA_78,SRF,180 - 2000,413M,64 %,667634,929bp,1478bp,"ERR1719285,ERR1719173",http://www.ebi.ac.uk/ena/data/view/ERS490679,78SUR1SSUU14
TARA_N000001510,SAMEA2657067,ERS490683,TARA_78,SRF,20 - 180,332M,29 %,385073,486bp,623bp,"ERR1711876,ERR1712242",http://www.ebi.ac.uk/ena/data/view/ERS490683,78SUR1QQSS14
TARA_N000000625,SAMEA2657029,ERS490687,TARA_78,SRF,5 - 20,140M,16 %,383095,403bp,448bp,"ERR1013385,ERR1013384",http://www.ebi.ac.uk/ena/data/view/ERS490687,78SUR1MMQQ14
TARA_N000001485,SAMEA2621337,ERS490792,TARA_80,DCM,0.8 - 5,358M,21 %,355596,343bp,345bp,"ERR1739843,ERR1739841",http://www.ebi.ac.uk/ena/data/view/ERS490792,80DCM1GGMM14
TARA_N000001477,SAMEA2732344,ERS490774,TARA_80,DCM,180 - 2000,501M,52 %,820105,647bp,1047bp,"ERR1719431,ERR1719435",http://www.ebi.ac.uk/ena/data/view/ERS490774,80DCM1SSUU14
TARA_N000001473,SAMEA2732399,ERS490778,TARA_80,DCM,20 - 180,345M,35 %,477792,565bp,781bp,"ERR1739844,ERR1739846",http://www.ebi.ac.uk/ena/data/view/ERS490778,80DCM1QQSS14
TARA_N000001489,SAMEA2621339,ERS490794,TARA_80,DCM,5 - 20,292M,29 %,358975,328bp,337bp,"ERR1739840,ERR1739842",http://www.ebi.ac.uk/ena/data/view/ERS490794,80DCM1MMQQ14
TARA_N000001478,SAMEA2621316,ERS490752,TARA_80,SRF,0.8 - 2000,420M,19 %,566286,592bp,840bp,"ERR1719475,ERR1719446",http://www.ebi.ac.uk/ena/data/view/ERS490752,80SUR1GGZZ14
TARA_N000001491,SAMEA2621315,ERS490751,TARA_80,SRF,0.8 - 5,389M,43 %,1280948,432bp,494bp,"ERR1711967,ERR1712070",http://www.ebi.ac.uk/ena/data/view/ERS490751,80SUR1GGMM14
TARA_N000001503,SAMEA2732231,ERS490761,TARA_80,SRF,180 - 2000,526M,61 %,769074,774bp,1408bp,"ERR1719376,ERR1719489",http://www.ebi.ac.uk/ena/data/view/ERS490761,80SUR1SSUU14
TARA_N000001499,SAMEA2732299,ERS490768,TARA_80,SRF,20 - 180,500M,30 %,933807,532bp,715bp,"ERR1719330,ERR1719512",http://www.ebi.ac.uk/ena/data/view/ERS490768,80SUR1QQSS14
TARA_N000001424,SAMEA2732401,ERS490832,TARA_81,DCM,180 - 2000,463M,47 %,1030671,613bp,925bp,"ERR1740123,ERR1740116",http://www.ebi.ac.uk/ena/data/view/ERS490832,81DCM01SSUU14
